Frequency MHz,Attenuation dBV,VoltsScaleFactor
76.0,0.13305613305613306,1.0154365854136178
77.0,0.13305613305613306,1.0154365854136178
78.0,0.13305613305613306,1.0154365854136178
79.0,0.13305613305613306,1.0154365854136178
80.0,0.13305613305613306,1.0154365854136178
81.0,0.13305613305613306,1.0154365854136178
82.0,0.13305613305613306,1.0154365854136178
83.0,0.13305613305613306,1.0154365854136178
84.0,0.1208149688149688,1.0140065222121557
85.0,0.10661122661122663,1.0123497066024387
86.0,0.0997920997920998,1.0115552419948648
87.0,0.10970478170478176,1.0127103279653338
88.0,0.12799999999999992,1.0148456628180953
89.0,0.0997920997920998,1.0115552419948648
90.0,0.0997920997920998,1.0115552419948648
91.0,0.0997920997920998,1.0115552419948648
92.0,0.08089812889812908,1.0093572491396765
93.0,0.08056548856548842,1.0093185948951402
94.0,0.0997920997920998,1.0115552419948648
95.0,0.0997920997920998,1.0115552419948648
96.0,0.0997920997920998,1.0115552419948648
97.0,0.12766735966735965,1.0148067983898161
98.0,0.11003742203742203,1.012749112104316
99.0,0.0997920997920998,1.0115552419948648
100.0,0.08648648648648641,1.0100068618353348
101.0,0.06652806652806653,1.00768873438856
102.0,0.06652806652806653,1.00768873438856
103.0,0.06652806652806653,1.00768873438856
104.0,0.06652806652806653,1.00768873438856
105.0,0.06652806652806653,1.00768873438856
106.0,0.06652806652806653,1.00768873438856
107.0,0.06652806652806653,1.00768873438856
108.0,0.06652806652806653,1.00768873438856
109.0,0.06652806652806653,1.00768873438856
110.0,0.06652806652806653,1.00768873438856
111.0,0.06652806652806653,1.00768873438856
112.0,0.06652806652806653,1.00768873438856
113.0,0.06652806652806653,1.00768873438856
114.0,0.06652806652806653,1.00768873438856
115.0,0.059542619542619774,1.0068786473697409
116.0,0.033264033264033266,1.0038370058871908
117.0,0.033264033264033266,1.0038370058871908
118.0,0.033264033264033266,1.0038370058871908
119.0,0.033264033264033266,1.0038370058871908
120.0,0.041247401247401325,1.0047600758992183
121.0,0.03323076923076928,1.003833161536755
122.0,0.0,1.0
123.0,0.0,1.0
124.0,0.0,1.0
125.0,0.012474012474012525,1.0014371554781825
126.0,0.026677754677754746,1.0030761115627504
127.0,0.033264033264033266,1.0038370058871908
128.0,0.033264033264033266,1.0038370058871908
129.0,0.033264033264033266,1.0038370058871908
130.0,0.03392931392931379,1.0039138959877287
131.0,0.06233679833679788,1.007202603999879
132.0,0.06652806652806653,1.00768873438856
133.0,0.06652806652806653,1.00768873438856
134.0,0.06652806652806653,1.00768873438856
135.0,0.06652806652806653,1.00768873438856
136.0,0.06652806652806653,1.00768873438856
137.0,0.06652806652806653,1.00768873438856
138.0,0.06652806652806653,1.00768873438856
139.0,0.06652806652806653,1.00768873438856
140.0,0.06652806652806653,1.00768873438856
141.0,0.06652806652806653,1.00768873438856
142.0,0.06652806652806653,1.00768873438856
143.0,0.06652806652806653,1.00768873438856
144.0,0.06652806652806653,1.00768873438856
145.0,0.038918918918918896,1.004490759500401
146.0,0.05601663201663228,1.0064699936571075
147.0,0.06652806652806653,1.00768873438856
148.0,0.06652806652806653,1.00768873438856
149.0,0.06652806652806653,1.00768873438856
150.0,0.06652806652806653,1.00768873438856
151.0,0.06652806652806653,1.00768873438856
152.0,0.06652806652806653,1.00768873438856
153.0,0.06652806652806653,1.00768873438856
154.0,0.057945945945946126,1.0066935760800346
155.0,0.03758835758835796,1.0043368968274093
156.0,0.02780873180873155,1.003206729156484
157.0,0.06652806652806653,1.00768873438856
158.0,0.06652806652806653,1.00768873438856
159.0,0.06652806652806653,1.00768873438856
160.0,0.05588357588357594,1.0064545760101808
161.0,0.025247401247401425,1.0029109430781205
162.0,0.0,1.0
163.0,0.0,1.0
164.0,0.0,1.0
165.0,0.0,1.0
166.0,0.0,1.0
167.0,0.0,1.0
168.0,0.0,1.0
169.0,0.0,1.0
170.0,0.0,1.0
171.0,-0.0011309771309771536,0.9998697999226506
172.0,-0.02953846153846194,0.9966050349100762
173.0,-0.008582120582120403,0.9990124348178516
174.0,-0.019825363825363696,0.997720123514929
175.0,-0.04823284823284815,0.9944623776045666
176.0,-0.06652806652806653,0.9923699311839331
177.0,-0.06652806652806653,0.9923699311839331
178.0,-0.06652806652806653,0.9923699311839331
179.0,-0.06652806652806653,0.9923699311839331
180.0,-0.0904781704781701,0.989637381435473
181.0,-0.0997920997920998,0.9885767563498786
182.0,-0.11402910602910583,0.9869577114727944
183.0,-0.13305613305613306,0.9847980803180043
184.0,-0.13305613305613306,0.9847980803180043
185.0,-0.13305613305613306,0.9847980803180043
186.0,-0.13305613305613306,0.9847980803180043
187.0,-0.13305613305613306,0.9847980803180043
188.0,-0.13305613305613306,0.9847980803180043
189.0,-0.13305613305613306,0.9847980803180043
190.0,-0.14170478170478223,0.9838179926101462
191.0,-0.16632016632016633,0.981033847668965
192.0,-0.16632016632016633,0.981033847668965
193.0,-0.16632016632016633,0.981033847668965
194.0,-0.16632016632016633,0.981033847668965
195.0,-0.18395010395010417,0.9790446415489794
196.0,-0.1995841995841996,0.9772840031952474
197.0,-0.1995841995841996,0.9772840031952474
198.0,-0.1995841995841996,0.9772840031952474
199.0,-0.1995841995841996,0.9772840031952474
200.0,-0.1995841995841996,0.9772840031952474
201.0,-0.22133887733887742,0.9748393605457861
202.0,-0.23284823284823286,0.97354849190036
203.0,-0.226827442827443,0.9742235595416263
204.0,-0.21980873180873162,0.9750111077757856
205.0,-0.23168399168399176,0.9736789933507319
206.0,-0.2174802494802497,0.9752725203152934
207.0,-0.2550353430353429,0.9710648472327065
208.0,-0.2661122661122661,0.9698272589980264
209.0,-0.2661122661122661,0.9698272589980264
210.0,-0.2661122661122661,0.9698272589980264
211.0,-0.2661122661122661,0.9698272589980264
212.0,-0.2661122661122661,0.9698272589980264
213.0,-0.2661122661122661,0.9698272589980264
214.0,-0.2661122661122661,0.9698272589980264
215.0,-0.2661122661122661,0.9698272589980264
216.0,-0.2661122661122661,0.9698272589980264
217.0,-0.2766902286902289,0.9686468903006463
218.0,-0.3050977130977131,0.96548407402473
219.0,-0.33264033264033266,0.9624274102721739
220.0,-0.33264033264033266,0.9624274102721739
221.0,-0.3082245322245319,0.9651365735524797
222.0,-0.2798170478170476,0.9682982514562787
223.0,-0.2661122661122661,0.9698272589980264
224.0,-0.2661122661122661,0.9698272589980264
225.0,-0.2661122661122661,0.9698272589980264
226.0,-0.2661122661122661,0.9698272589980264
227.0,-0.2661122661122661,0.9698272589980264
228.0,-0.277954261954262,0.9685059360801938
229.0,-0.292158004158004,0.9669234652401637
230.0,-0.3133471933471931,0.9645675345513983
231.0,-0.33264033264033266,0.9624274102721739
232.0,-0.33264033264033266,0.9624274102721739
233.0,-0.33264033264033266,0.9624274102721739
234.0,-0.33264033264033266,0.9624274102721739
235.0,-0.33264033264033266,0.9624274102721739
236.0,-0.33264033264033266,0.9624274102721739
237.0,-0.33264033264033266,0.9624274102721739
238.0,-0.33264033264033266,0.9624274102721739
239.0,-0.33264033264033266,0.9624274102721739
240.0,-0.33264033264033266,0.9624274102721739
241.0,-0.3597172557172557,0.9594318625665108
242.0,-0.3436839916839915,0.9612045112318953
243.0,-0.33264033264033266,0.9624274102721739
244.0,-0.33264033264033266,0.9624274102721739
245.0,-0.34029106029106065,0.9615800557246278
246.0,-0.36869854469854474,0.9584403140072942
247.0,-0.3971060291060289,0.9553108241436602
248.0,-0.3991683991683992,0.9550840229013283
249.0,-0.3991683991683992,0.9550840229013283
250.0,-0.4158004158004158,0.953256947588071
251.0,-0.44420790020790035,0.950144382401364
252.0,-0.4656964656964657,0.9477966660814652
253.0,-0.4656964656964657,0.9477966660814652
254.0,-0.4656964656964657,0.9477966660814652
255.0,-0.4656964656964657,0.9477966660814652
256.0,-0.4656964656964657,0.9477966660814652
257.0,-0.48159667359667385,0.9460632364024627
258.0,-0.5100041580041581,0.9429741600505931
259.0,-0.535318087318087,0.9402299815743744
260.0,-0.55018711018711,0.9386218167979773
261.0,-0.5785945945945947,0.9355570380960322
262.0,-0.5447983367983379,0.9392043235780011
263.0,-0.5322245322245323,0.9405649122956249
264.0,-0.5322245322245323,0.9405649122956249
265.0,-0.5322245322245323,0.9405649122956249
266.0,-0.5322245322245323,0.9405649122956249
267.0,-0.532823284823284,0.9405000776846837
268.0,-0.5612307692307688,0.9374291661038099
269.0,-0.5654885654885655,0.936969753834044
270.0,-0.5847817047817042,0.9348908618464429
271.0,-0.5987525987525988,0.9333883372888314
272.0,-0.5987525987525988,0.9333883372888314
273.0,-0.5987525987525988,0.9333883372888314
274.0,-0.5987525987525988,0.9333883372888314
275.0,-0.5987525987525988,0.9333883372888314
276.0,-0.5987525987525988,0.9333883372888314
277.0,-0.5987525987525988,0.9333883372888314
278.0,-0.5987525987525988,0.9333883372888314
279.0,-0.6076008316008321,0.9324379876391367
280.0,-0.6340124740124745,0.9296069806834079
281.0,-0.6482162162162168,0.9280880680109943
282.0,-0.6073347193347189,0.9324665554655016
283.0,-0.5987525987525988,0.9333883372888314
284.0,-0.5987525987525988,0.9333883372888314
285.0,-0.5987525987525988,0.9333883372888314
286.0,-0.5987525987525988,0.9333883372888314
287.0,-0.5987525987525988,0.9333883372888314
288.0,-0.5987525987525988,0.9333883372888314
289.0,-0.5987525987525988,0.9333883372888314
290.0,-0.5987525987525988,0.9333883372888314
291.0,-0.5987525987525988,0.9333883372888314
292.0,-0.6048731808731812,0.9327308493554147
293.0,-0.6190769230769234,0.9312068325004687
294.0,-0.6345446985446983,0.929550021119878
295.0,-0.6629521829521831,0.9265148635557383
296.0,-0.6652806652806653,0.9262665200432035
297.0,-0.6652806652806653,0.9262665200432035
298.0,-0.6652806652806653,0.9262665200432035
299.0,-0.6767900207900208,0.9250399708737461
300.0,-0.6985446985446986,0.9227260148917995
301.0,-0.6967484407484402,0.9229168560446553
302.0,-0.6683409563409568,0.9259402269444436
303.0,-0.6652806652806653,0.9262665200432035
304.0,-0.6857713097713101,0.9240839654645824
305.0,-0.714178794178794,0.9210666556114765
306.0,-0.7318087318087318,0.9191990427532551
307.0,-0.7318087318087318,0.9191990427532551
308.0,-0.7323409563409564,0.9191427209125629
309.0,-0.7465446985446981,0.9176409061074241
310.0,-0.7853638253638243,0.9135489204416899
311.0,-0.7983367983367984,0.912185490801385
312.0,-0.7983367983367984,0.912185490801385
313.0,-0.7983367983367984,0.912185490801385
314.0,-0.7983367983367984,0.912185490801385
315.0,-0.7983367983367984,0.912185490801385
316.0,-0.7983367983367984,0.912185490801385
317.0,-0.8222203742203734,0.9096807012033363
318.0,-0.8506278586278577,0.9067104207466883
319.0,-0.8648648648648649,0.9052254527335527
320.0,-0.8695218295218294,0.904740243593935
321.0,-0.8837255717255718,0.9032619614276081
322.0,-0.8979293139293134,0.9017860946707633
323.0,-0.8981288981288982,0.9017653736858553
324.0,-0.921280665280665,0.8993649675490202
325.0,-0.9313929313929314,0.8983185202351405
326.0,-0.9313929313929314,0.8983185202351405
327.0,-0.9313929313929314,0.8983185202351405
328.0,-0.9313929313929314,0.8983185202351405
329.0,-0.9313929313929314,0.8983185202351405
330.0,-0.9313929313929314,0.8983185202351405
331.0,-0.9089729729729723,0.9006402489291113
332.0,-0.8805654885654876,0.9035906441916491
333.0,-0.8775717255717265,0.9039021381879633
334.0,-0.8981288981288982,0.9017653736858553
335.0,-0.8951351351351345,0.9020762384582973
336.0,-0.8667276507276498,0.9050313378595953
337.0,-0.8648648648648649,0.9052254527335527
338.0,-0.8648648648648649,0.9052254527335527
339.0,-0.8648648648648649,0.9052254527335527
340.0,-0.8648648648648649,0.9052254527335527
341.0,-0.8648648648648649,0.9052254527335527
342.0,-0.8648648648648649,0.9052254527335527
343.0,-0.8648648648648649,0.9052254527335527
344.0,-0.8648648648648649,0.9052254527335527
345.0,-0.8648648648648649,0.9052254527335527
346.0,-0.8487650727650728,0.9069048957573056
347.0,-0.8316008316008316,0.9086988081249264
348.0,-0.8316008316008316,0.9086988081249264
349.0,-0.8316008316008316,0.9086988081249264
350.0,-0.8316008316008316,0.9086988081249264
351.0,-0.8065197505197503,0.9113265280944087
352.0,-0.7983367983367984,0.912185490801385
353.0,-0.7983367983367984,0.912185490801385
354.0,-0.7983367983367984,0.912185490801385
355.0,-0.7983367983367984,0.912185490801385
356.0,-0.7983367983367984,0.912185490801385
357.0,-0.7983367983367984,0.912185490801385
358.0,-0.7983367983367984,0.912185490801385
359.0,-0.7983367983367984,0.912185490801385
360.0,-0.8129729729729727,0.9106497052307051
361.0,-0.8218212058212068,0.9097225074141193
362.0,-0.7983367983367984,0.912185490801385
363.0,-0.7983367983367984,0.912185490801385
364.0,-0.7983367983367984,0.912185490801385
365.0,-0.7983367983367984,0.912185490801385
366.0,-0.7983367983367984,0.912185490801385
367.0,-0.7983367983367984,0.912185490801385
368.0,-0.7983367983367984,0.912185490801385
369.0,-0.7983367983367984,0.912185490801385
370.0,-0.7983367983367984,0.912185490801385
371.0,-0.7983367983367984,0.912185490801385
372.0,-0.8212224532224522,0.9097852203327383
373.0,-0.8496299376299365,0.9068145986012596
374.0,-0.8516923076923085,0.9065993108935002
375.0,-0.8316008316008316,0.9086988081249264
376.0,-0.8350602910602926,0.9083369590943767
377.0,-0.863467775467776,0.9053710662112145
378.0,-0.8648648648648649,0.9052254527335527
379.0,-0.8648648648648649,0.9052254527335527
380.0,-0.8648648648648649,0.9052254527335527
381.0,-0.8710852390852393,0.9045774102726787
382.0,-0.8852889812889817,0.9030993941645895
383.0,-0.8981288981288982,0.9017653736858553
384.0,-0.8981288981288982,0.9017653736858553
385.0,-0.9244074844074845,0.89904126490145
386.0,-0.9313929313929314,0.8983185202351405
387.0,-0.9313929313929314,0.8983185202351405
388.0,-0.9313929313929314,0.8983185202351405
389.0,-0.9313929313929314,0.8983185202351405
390.0,-0.9313929313929314,0.8983185202351405
391.0,-0.9313929313929314,0.8983185202351405
392.0,-0.9313929313929314,0.8983185202351405
393.0,-0.9313929313929314,0.8983185202351405
394.0,-0.9313929313929314,0.8983185202351405
395.0,-0.9313929313929314,0.8983185202351405
396.0,-0.9313929313929314,0.8983185202351405
397.0,-0.9313929313929314,0.8983185202351405
398.0,-0.9313929313929314,0.8983185202351405
399.0,-0.9313929313929314,0.8983185202351405
400.0,-0.9413721413721414,0.8972870356286438
401.0,-0.9706777546777543,0.8942647502763296
402.0,-0.997920997920998,0.8914642881069991
403.0,-0.997920997920998,0.8914642881069991
404.0,-0.997920997920998,0.8914642881069991
405.0,-0.997920997920998,0.8914642881069991
406.0,-0.997920997920998,0.8914642881069991
407.0,-0.997920997920998,0.8914642881069991
408.0,-0.997920997920998,0.8914642881069991
409.0,-0.997920997920998,0.8914642881069991
410.0,-0.997920997920998,0.8914642881069991
411.0,-0.997920997920998,0.8914642881069991
412.0,-0.997920997920998,0.8914642881069991
413.0,-0.997920997920998,0.8914642881069991
414.0,-0.997920997920998,0.8914642881069991
415.0,-0.997920997920998,0.8914642881069991
416.0,-0.997920997920998,0.8914642881069991
417.0,-0.997920997920998,0.8914642881069991
418.0,-0.997920997920998,0.8914642881069991
419.0,-0.997920997920998,0.8914642881069991
420.0,-0.997920997920998,0.8914642881069991
421.0,-0.997920997920998,0.8914642881069991
422.0,-0.997920997920998,0.8914642881069991
423.0,-0.997920997920998,0.8914642881069991
424.0,-0.9982113022113022,0.8914344936249694
425.0,-1.0007938007938006,0.8911694907052569
426.0,-1.0033762993762994,0.8909045665648018
427.0,-1.0059587979587978,0.8906397211801848
428.0,-1.0085412965412965,0.8903749545279938
429.0,-1.011123795123795,0.8901102665848232
430.0,-1.0137062937062937,0.8898456573272748
431.0,-1.0162887922887922,0.8895811267319573
432.0,-1.018871290871291,0.8893166747754859
433.0,-1.0214537894537894,0.8890523014344834
434.0,-1.024036288036288,0.8887880066855791
435.0,-1.0266187866187866,0.8885237905054093
436.0,-1.0292012852012853,0.8882596528706175
437.0,-1.0377713097713102,0.8873836743386895
438.0,-1.062719334719334,0.8848385456527328
439.0,-1.0343118503118507,0.8877371763283091
440.0,-1.0311850311850312,0.888056808903078
441.0,-1.0107609147609145,0.8901474545180506
442.0,-1.0134885654885661,0.8898679632677602
443.0,-1.0418960498960506,0.8869623751676774
444.0,-1.0644490644490645,0.8846623542416766
445.0,-1.0644490644490645,0.8846623542416766
446.0,-1.0644490644490645,0.8846623542416766
447.0,-1.0644490644490645,0.8846623542416766
448.0,-1.0644490644490645,0.8846623542416766
449.0,-1.0644490644490645,0.8846623542416766
450.0,-1.0644490644490645,0.8846623542416766
451.0,-1.0644490644490645,0.8846623542416766
452.0,-1.0644490644490645,0.8846623542416766
453.0,-1.0644490644490645,0.8846623542416766
454.0,-1.0882661122661128,0.8822398983491762
455.0,-1.0977130977130978,0.8812808743385708
456.0,-1.090661122661123,0.8819966667942019
457.0,-1.0857047817047818,0.8825000952106321
458.0,-1.1021039501039502,0.8808354857261094
459.0,-1.1305114345114335,0.8779593903826407
460.0,-1.130977130977131,0.877912319599829
461.0,-1.130977130977131,0.877912319599829
462.0,-1.130977130977131,0.877912319599829
463.0,-1.1443492723492723,0.8765617917785641
464.0,-1.172756756756756,0.8736996508584368
465.0,-1.1975051975051976,0.8712137881868094
466.0,-1.1975051975051976,0.8712137881868094
467.0,-1.1975051975051976,0.8712137881868094
468.0,-1.1975051975051976,0.8712137881868094
469.0,-1.1975051975051976,0.8712137881868094
470.0,-1.1975051975051976,0.8712137881868094
471.0,-1.1975051975051976,0.8712137881868094
472.0,-1.2004324324324316,0.8709202295699646
473.0,-1.2288399168399164,0.8680765094231383
474.0,-1.257247401247401,0.8652420745632979
475.0,-1.264033264033264,0.8645663670294378
476.0,-1.264033264033264,0.8645663670294378
477.0,-1.275941787941789,0.8633818418862025
478.0,-1.3043492723492736,0.8605627360085171
479.0,-1.3327567567567569,0.8577528350475488
480.0,-1.3611642411642417,0.8549521089474942
481.0,-1.3895717255717266,0.852160527750688
482.0,-1.3970893970893972,0.8514232985581014
483.0,-1.3970893970893972,0.8514232985581014
484.0,-1.3970893970893972,0.8514232985581014
485.0,-1.4034095634095642,0.8508039976228943
486.0,-1.4332806652806676,0.847883076063354
487.0,-1.4900956340956344,0.8423551168198374
488.0,-1.5218960498960503,0.8392767601169246
489.0,-1.5301455301455302,0.8384800299580413
490.0,-1.5301455301455302,0.8384800299580413
491.0,-1.5353679833679834,0.8379760393766119
492.0,-1.5500797580797583,0.8365579140373046
493.0,-1.566865998865999,0.8349427539832369
494.0,-1.58365223965224,0.8333307123528388
495.0,-1.6004384804384806,0.8317217831253041
496.0,-1.6172247212247215,0.8301159602914505
497.0,-1.6340109620109622,0.8285132378536982
498.0,-1.6507972027972029,0.8269136098260469
499.0,-1.6675834435834438,0.8253170702340534
500.0,-1.6843696843696845,0.8237236131148099
501.0,-1.7011559251559254,0.8221332325169208
502.0,-1.717942165942166,0.8205459225004816
503.0,-1.734728406728407,0.8189616771370556
504.0,-1.7515146475146477,0.8173804905096523
505.0,-1.7719750519750523,0.8154573422530795
506.0,-1.7962577962577964,0.8131807891787902
507.0,-1.7962577962577964,0.8131807891787902
508.0,-1.7962577962577964,0.8131807891787902
509.0,-1.7962577962577964,0.8131807891787902
510.0,-1.7962577962577964,0.8131807891787902
511.0,-1.8093638253638247,0.8119547161982902
512.0,-1.8377713097713095,0.8093035296643595
513.0,-1.862785862785863,0.8069761637974525
514.0,-1.862785862785863,0.8069761637974525
515.0,-1.862785862785863,0.8069761637974525
516.0,-1.862785862785863,0.8069761637974525
517.0,-1.862785862785863,0.8069761637974525
518.0,-1.862785862785863,0.8069761637974525
519.0,-1.862785862785863,0.8069761637974525
520.0,-1.8654469854469848,0.8067289659032607
521.0,-1.8938544698544684,0.8040948424376705
522.0,-1.9222619542619543,0.8014693198860491
523.0,-1.9293139293139294,0.8008188801347523
524.0,-1.9293139293139294,0.8008188801347523
525.0,-1.9293139293139294,0.8008188801347523
526.0,-1.936099792099792,0.800193483651534
527.0,-1.9645072765072755,0.7975806997781562
528.0,-1.9929147609147588,0.7949764471409212
529.0,-2.0085821205821204,0.7935437838164704
530.0,-2.0227858627858626,0.7922471888743071
531.0,-2.044873180873179,0.7902351455885503
532.0,-2.0623700623700625,0.7886448958391181
533.0,-2.0623700623700625,0.7886448958391181
534.0,-2.0623700623700625,0.7886448958391181
535.0,-2.0623700623700625,0.7886448958391181
536.0,-2.0623700623700625,0.7886448958391181
537.0,-2.082261954261953,0.7868408561917547
538.0,-2.110669438669438,0.7842716711859092
539.0,-2.128898128898129,0.7826274810124257
540.0,-2.131559251559251,0.7823877417562716
541.0,-2.146228690228687,0.781067496724531
542.0,-2.188839916839916,0.777245120338758
543.0,-2.1954261954261955,0.7766559794749559
544.0,-2.1954261954261955,0.7766559794749559
545.0,-2.202577962577962,0.77601676151676
546.0,-2.226228690228689,0.7739066268720923
547.0,-2.266544698544697,0.770322822670586
548.0,-2.2949521829521804,0.7678075721849359
549.0,-2.3233596673596666,0.7653005344703723
550.0,-2.3284823284823286,0.7648493176544359
551.0,-2.337696465696466,0.7640383828899068
552.0,-2.365471933471935,0.7615990669716981
553.0,-2.4037255717255737,0.7582522739635041
554.0,-2.432133056133057,0.7557764361144838
555.0,-2.4605405405405407,0.7533086823467977
556.0,-2.4615384615384617,0.753222139758624
557.0,-2.484091476091477,0.7512689264861393
558.0,-2.521347193347196,0.7480534673983563
559.0,-2.5639584199584236,0.744392654573511
560.0,-2.602577962577964,0.7410902538768704
561.0,-2.6341122661122673,0.7384045883819039
562.0,-2.6909272349272397,0.733590398094308
563.0,-2.7210644490644507,0.7310494884436262
564.0,-2.749471933471934,0.7286624728616817
565.0,-2.7863617463617483,0.7255743353565268
566.0,-2.826378378378381,0.722239241137218
567.0,-2.8629022869022895,0.7192086228272634
568.0,-2.8994261954261975,0.7161907214216494
569.0,-2.935950103950106,0.7131854835584415
570.0,-2.9724740124740143,0.7101928560996194
571.0,-3.0089979209979223,0.7072127861301373
572.0,-3.0455218295218307,0.7042452209569887
573.0,-3.082045738045739,0.7012901081082743
574.0,-3.1199667359667362,0.6982350780773438
575.0,-3.1617463617463613,0.6948845919047602
576.0,-3.1901538461538475,0.6926156615864294
577.0,-3.218561330561331,0.690354139757004
578.0,-3.2571476091476113,0.6872941059668372
579.0,-3.2997588357588383,0.6839306363925104
580.0,-3.3317255717255723,0.681418188161421
581.0,-3.351717255717256,0.6798516207188966
582.0,-3.393862785862788,0.6765608460986341
583.0,-3.422270270270271,0.6743517462944483
584.0,-3.4506777546777547,0.6721498596211627
585.0,-3.47908523908524,0.6699551625265332
586.0,-3.507492723492725,0.6677676315352187
587.0,-3.535900207900208,0.6655872432485294
588.0,-3.5668357588357584,0.6632209128749763
589.0,-3.6094469854469877,0.6599752523314826
590.0,-3.6520582120582126,0.6567454753528152
591.0,-3.6590436590436592,0.6562175137252851
592.0,-3.6779376299376305,0.6547916287644469
593.0,-3.706345114345115,0.6526536095940687
594.0,-3.7347525987525985,0.6505225714628061
595.0,-3.7631600831600824,0.648398491576239
596.0,-3.7915675675675686,0.6462813472143751
597.0,-3.7920997920997923,0.6462417477877145
598.0,-3.815118503118504,0.6445313923864181
599.0,-3.8435259875259886,0.6424268748387015
600.0,-3.858627858627859,0.6413108787802788
601.0,-3.8670769230769233,0.6406873568778646
602.0,-3.8972806652806673,0.6384633418015899
603.0,-3.9398918918918926,0.6353388394876182
604.0,-3.9825031185031174,0.6322296278161482
605.0,-3.991683991683992,0.631561722309871
606.0,-4.009114345114345,0.630295610672031
607.0,-4.037521829521829,0.6282375756584118
608.0,-4.065929313929313,0.626186260520428
609.0,-4.091476091476092,0.6243472388758351
610.0,-4.091476091476092,0.6243472388758351
611.0,-4.117887733887732,0.6224516368095543
612.0,-4.124740124740125,0.6219607717330934
613.0,-4.14143866943867,0.6207662063825433
614.0,-4.169846153846153,0.6187392866858559
615.0,-4.198253638253637,0.6167189852673778
616.0,-4.228790020790021,0.6145546356649211
617.0,-4.285604989604988,0.6105479122442309
618.0,-4.316740124740123,0.6083632814419608
619.0,-4.324324324324325,0.6078323128297229
620.0,-4.324324324324325,0.6078323128297229
621.0,-4.340989604989605,0.6066672065485808
622.0,-4.3898544698544715,0.6032638153927483
623.0,-4.457380457380458,0.5985920948299639
624.0,-4.457380457380458,0.5985920948299639
625.0,-4.482328482328483,0.5968752569437202
626.0,-4.510735966735967,0.5949263457395896
627.0,-4.53914345114345,0.5929837981011076
628.0,-4.577929313929312,0.590341798842338
629.0,-4.631983367983368,0.5866793897931819
630.0,-4.674594594594593,0.5838083070058823
631.0,-4.717205821205819,0.5809512746804106
632.0,-4.735600831600832,0.5797222357333947
633.0,-4.7691642411642405,0.5774864359541813
634.0,-4.804523908523907,0.5751403065640265
635.0,-4.832931392931392,0.5732623641055816
636.0,-4.861338877338877,0.5713905534863366
637.0,-4.889746361746361,0.5695248546846706
638.0,-4.946494802494798,0.5658160465276136
639.0,-4.991567567567565,0.5628875222914846
640.0,-5.034178794178792,0.5601328717880698
641.0,-5.056133056133056,0.5587188801075785
642.0,-5.0695051975051975,0.557859380388751
643.0,-5.116174636174633,0.5548700301774726
644.0,-5.187193347193342,0.5503517257497699
645.0,-5.202993762993763,0.5493514964065664
646.0,-5.239950103950103,0.5470191052334799
647.0,-5.255717255717256,0.5460270238122997
648.0,-5.268756756756756,0.5452079277147578
649.0,-5.297164241164241,0.5434277201646157
650.0,-5.3255717255717245,0.5416533253306146
651.0,-5.353979209979211,0.5398847242331309
652.0,-5.382386694386697,0.5381218979545133
