Frequency MHz,Attenuation dBV,VoltsScaleFactor
0.0,0.0,1.0
1.0,0.0,1.0
2.0,0.0,1.0
3.0,0.0,1.0
4.0,0.0,1.0
5.0,0.0,1.0
6.0,0.0,1.0
7.0,0.0,1.0
8.0,0.0,1.0
9.0,0.0,1.0
10.0,0.0,1.0
11.0,0.0,1.0
12.0,0.0,1.0
13.0,0.0,1.0
14.0,0.0,1.0
15.0,0.0,1.0
16.0,0.0,1.0
17.0,0.0,1.0
18.0,0.0,1.0
19.0,0.0,1.0
20.0,0.0,1.0
21.0,0.0,1.0
22.0,0.0,1.0
23.0,0.0,1.0
24.0,0.0,1.0
25.0,0.0,1.0
26.0,0.0,1.0
27.0,0.0,1.0
28.0,0.0,1.0
29.0,0.0,1.0
30.0,0.0,1.0
31.0,0.0,1.0
32.0,0.0,1.0
33.0,0.0,1.0
34.0,0.0,1.0
35.0,0.0,1.0
36.0,0.0,1.0
37.0,0.0,1.0
38.0,0.0,1.0
39.0,0.0,1.0
40.0,0.0,1.0
41.0,0.0,1.0
42.0,0.0,1.0
43.0,0.0,1.0
44.0,0.0,1.0
45.0,0.0,1.0
46.0,0.0,1.0
47.0,0.0,1.0
48.0,0.0,1.0
49.0,0.0,1.0
50.0,0.0,1.0
51.0,0.01842827442827439,1.0021238857563
52.0,0.019692307692307787,1.0022697326590926
53.0,0.0,1.0
54.0,0.0,1.0
55.0,0.0,1.0
56.0,0.0,1.0
57.0,0.0,1.0
58.0,0.0176964656964656,1.0020394577762648
59.0,0.04610395010395012,1.005322025341521
60.0,0.06652806652806653,1.00768873438856
61.0,0.06652806652806653,1.00768873438856
62.0,0.06652806652806653,1.00768873438856
63.0,0.06652806652806653,1.00768873438856
64.0,0.06652806652806653,1.00768873438856
65.0,0.09197505197505187,1.0106452812552253
66.0,0.09826195426195462,1.0113770575522276
67.0,0.06652806652806653,1.00768873438856
68.0,0.06652806652806653,1.00768873438856
69.0,0.06652806652806653,1.00768873438856
70.0,0.06652806652806653,1.00768873438856
71.0,0.0876174636174637,1.0101383819307959
72.0,0.11602494802494799,1.0134474806526217
73.0,0.13305613305613306,1.0154365854136178
74.0,0.13305613305613306,1.0154365854136178
75.0,0.13305613305613306,1.0154365854136178
